"","query","baseMean","log2FoldChange","lfcSE","pvalue","padj","blast_hit","evalue","ProteinNames","BiologicalProcess","GeneOntologyIDs","CellularComponent","MolecularFunction"
"653","Pocillopora_acuta_HIv2___RNAseq.g7100.t1",313.96233441298,-5.11112890162537,4.42094096386961,2.74715480972976e-07,5.16708025590784e-06,"Q9DBN1",1.28e-72,"Stimulated by retinoic acid gene 6 protein-like (STRA6-like protein) (Retinol-binding protein 4 receptor 2) (RBP4 receptor 2)","establishment of localization in cell [GO:0051649]; retinol transport [GO:0034633]; vitamin A import into cell [GO:0071939]","GO:0005886; GO:0034632; GO:0034633; GO:0038023; GO:0051649; GO:0071939","plasma membrane [GO:0005886]","retinol transmembrane transporter activity [GO:0034632]; signaling receptor activity [GO:0038023]"
"654","Pocillopora_acuta_HIv2___RNAseq.g7217.t1",250.824848780073,-9.10985652266059,3.47549504522671,2.85320633206523e-07,5.35958134895994e-06,"Q3U481",1.02e-29,"Major facilitator superfamily domain-containing protein 12 (Protein grizzled)","carbohydrate transport [GO:0008643]; cysteine transmembrane transport [GO:1903712]; melanin biosynthetic process [GO:0042438]; negative regulation of melanin biosynthetic process [GO:0048022]; pigment metabolic process involved in pigmentation [GO:0043474]; regulation of melanin biosynthetic process [GO:0048021]","GO:0005764; GO:0005765; GO:0005770; GO:0005886; GO:0008643; GO:0015293; GO:0033162; GO:0033229; GO:0042438; GO:0043474; GO:0048021; GO:0048022; GO:1903712","late endosome [GO:0005770]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; melanosome membrane [GO:0033162]; plasma membrane [GO:0005886]","cysteine transmembrane transporter activity [GO:0033229]; symporter activity [GO:0015293]"
"655","Pocillopora_acuta_HIv2___RNAseq.g15551.t1",74.3271776341929,-8.2501581310744,2.4719823630683,2.86150097292181e-07,5.36819067086135e-06,NA,NA,NA,NA,NA,NA,NA
"656","Pocillopora_acuta_HIv2___RNAseq.g25869.t1",286.420135232824,-9.43677506215098,3.51096407657226,2.93332172994645e-07,5.49579864014837e-06,"Q5RJA1",1.33e-153,"DNA-binding protein RFX6 (Regulatory factor X 6)","endocrine pancreas development [GO:0031018]; glucose homeostasis [GO:0042593]; pancreatic A cell differentiation [GO:0003310]; pancreatic D cell differentiation [GO:0003311]; pancreatic epsilon cell differentiation [GO:0090104]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of insulin secretion [GO:0050796]; regulation of transcription by RNA polymerase II [GO:0006357]; type B pancreatic cell differentiation [GO:0003309]","GO:0000976; GO:0000978; GO:0000981; GO:0003309; GO:0003310; GO:0003311; GO:0005634; GO:0006357; GO:0031018; GO:0035774; GO:0042593; GO:0045893; GO:0045944; GO:0050796; GO:0090104","nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription cis-regulatory region binding [GO:0000976]"
"657","Pocillopora_acuta_HIv2___RNAseq.g5360.t1",214.921094055806,-9.16260988962961,3.81545222754468,2.9701560670067e-07,5.54948698603665e-06,"E2RYF8",6.49e-74,"Targeting protein for Xklp2 homolog (TPX2 homolog) (Microtubule-associated protein TPX2 homolog)","regulation of mitotic spindle organization [GO:0060236]","GO:0005634; GO:0005737; GO:0005819; GO:0005874; GO:0060236","cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]; spindle [GO:0005819]",""
"658","Pocillopora_acuta_HIv2___RNAseq.g15816.t1",245.604656988575,-8.97988267120286,3.47446338657145,2.97626167978736e-07,5.54948698603665e-06,"Q9XWN7",2.18e-51,"Nucleoside hydrolase (EC 3.2.2.-) (EC 3.2.2.1) (EC 3.2.2.2) (EC 3.2.2.3) (EC 3.2.2.7) (EC 3.2.2.8)","nucleobase-containing compound metabolic process [GO:0006139]","GO:0006139; GO:0016799; GO:0046872","","hydrolase activity, hydrolyzing N-glycosyl compounds [GO:0016799]; metal ion binding [GO:0046872]"
"659","Pocillopora_acuta_HIv2___TS.g22016.t1",313.331384951986,-6.51687500350169,2.4208389686948,2.97951409209545e-07,5.54948698603665e-06,"A2TLM1",3.3e-97,"Ribose-5-phosphate isomerase (EC 5.3.1.6) (Phosphoriboisomerase)","D-ribose metabolic process [GO:0006014]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]","GO:0004751; GO:0005737; GO:0006014; GO:0009052","cytoplasm [GO:0005737]","ribose-5-phosphate isomerase activity [GO:0004751]"
"660","Pocillopora_acuta_HIv2___RNAseq.g439.t1",278.048121039085,-1.0665720485493,2.02708485705044,2.99871556014963e-07,5.56783335840875e-06,"O08760",5.68e-103,"N-glycosylase/DNA lyase [Includes: 8-oxoguanine DNA glycosylase (EC 3.2.2.-); DNA-(apurinic or apyrimidinic site) lyase (AP lyase) (EC 4.2.99.18)]","base-excision repair [GO:0006284]; base-excision repair, AP site formation [GO:0006285]; cellular response to cadmium ion [GO:0071276]; cellular response to reactive oxygen species [GO:0034614]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; negative regulation of apoptotic process [GO:0043066]; negative regulation of double-strand break repair via single-strand annealing [GO:1901291]; nucleotide-excision repair [GO:0006289]; positive regulation of gene expression via chromosomal CpG island demethylation [GO:0044029]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of DNA-templated transcription [GO:0006355]; response to estradiol [GO:0032355]; response to ethanol [GO:0045471]; response to folic acid [GO:0051593]; response to light stimulus [GO:0009416]; response to oxidative stress [GO:0006979]; response to radiation [GO:0009314]; response to xenobiotic stimulus [GO:0009410]","GO:0000702; GO:0000978; GO:0003677; GO:0003684; GO:0005634; GO:0005654; GO:0005739; GO:0006281; GO:0006284; GO:0006285; GO:0006289; GO:0006355; GO:0006974; GO:0006979; GO:0008017; GO:0008534; GO:0009314; GO:0009410; GO:0009416; GO:0016363; GO:0016607; GO:0019104; GO:0019899; GO:0032355; GO:0032357; GO:0032991; GO:0034039; GO:0034614; GO:0043066; GO:0044029; GO:0045471; GO:0045944; GO:0051593; GO:0071276; GO:0140078; GO:1901291","mitochondrion [GO:0005739]; nuclear matrix [GO:0016363]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]","8-oxo-7,8-dihydroguanine DNA N-glycosylase activity [GO:0034039]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; DNA binding [GO:0003677]; DNA N-glycosylase activity [GO:0019104]; enzyme binding [GO:0019899]; microtubule binding [GO:0008017]; oxidized base lesion DNA N-glycosylase activity [GO:0000702]; oxidized purine DNA binding [GO:0032357]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]"
"661","Pocillopora_acuta_HIv2___TS.g14315.t1b",424.844763112884,-1.22721891074352,2.55296102961452,3.08747290374804e-07,5.72528308715534e-06,"Q6A4L1",0,"Solute carrier family 12 member 8","potassium ion transport [GO:0006813]","GO:0006813; GO:0015377; GO:0016020","membrane [GO:0016020]","chloride:monoatomic cation symporter activity [GO:0015377]"
"662","Pocillopora_acuta_HIv2___TS.g13410.t1",150.95880037018,8.99949621399638,3.50747915227757,3.11674620914803e-07,5.76478480423492e-06,NA,NA,NA,NA,NA,NA,NA
"663","Pocillopora_acuta_HIv2___RNAseq.g3485.t1",73.3054284006749,-10.7346015884527,3.61800929080364,3.16062208719105e-07,5.8310252384096e-06,"V6CLA2",7.35e-23,"E3 ubiquitin-protein ligase hecd-1 (EC 2.3.2.26)","determination of adult lifespan [GO:0008340]; negative regulation of Notch signaling pathway [GO:0045746]; positive regulation of Notch signaling pathway [GO:0045747]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein K63-linked ubiquitination [GO:0070534]; regulation of cell fate specification [GO:0042659]; regulation of germ cell proliferation [GO:1905936]; regulation of response to oxidative stress [GO:1902882]; regulation of vulval development [GO:0040028]","GO:0008340; GO:0016607; GO:0032436; GO:0040028; GO:0042659; GO:0043161; GO:0045746; GO:0045747; GO:0046872; GO:0061630; GO:0070534; GO:1902882; GO:1905936","nuclear speck [GO:0016607]","metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]"
"664","Pocillopora_acuta_HIv2___RNAseq.g18062.t1",303.700828246994,8.910942489603,3.53289098311118,3.27085773624174e-07,6.00797784480666e-06,NA,NA,NA,NA,NA,NA,NA
"665","Pocillopora_acuta_HIv2___RNAseq.g5488.t1",115.404113864968,-11.3812288048749,3.91587754583367,3.27315164664522e-07,6.00797784480666e-06,"Q5KQT7",1.69e-101,"Cytochrome P450 1A1 (EC 1.14.14.1) (CYPIA1) (Cytochrome P450 form 6) (Cytochrome P450-C) (Cytochrome P450-P1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)","estrogen metabolic process [GO:0008210]; fatty acid metabolic process [GO:0006631]; retinol metabolic process [GO:0042572]; steroid biosynthetic process [GO:0006694]","GO:0004497; GO:0005506; GO:0005743; GO:0005789; GO:0006631; GO:0006694; GO:0008210; GO:0020037; GO:0030544; GO:0042572; GO:0043231; GO:0051879; GO:0070330; GO:0101020; GO:0101021; GO:0106256","endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrial inner membrane [GO:0005743]","aromatase activity [GO:0070330]; estrogen 16-alpha-hydroxylase activity [GO:0101020]; estrogen 2-hydroxylase activity [GO:0101021]; heme binding [GO:0020037]; Hsp70 protein binding [GO:0030544]; Hsp90 protein binding [GO:0051879]; hydroperoxy icosatetraenoate dehydratase activity [GO:0106256]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]"
"666","Pocillopora_acuta_HIv2___RNAseq.g25912.t1",515.76815183459,-9.72425146786533,5.02052832837612,3.31044810379538e-07,6.06191723708305e-06,NA,NA,NA,NA,NA,NA,NA
"667","Pocillopora_acuta_HIv2___RNAseq.g6743.t1",631.464652238243,-5.01522018845886,3.66803732951204,3.31091995111699e-07,6.06191723708305e-06,"B2GUB3",2.27e-180,"Tubulin tyrosine ligase 3 (EC 6.3.2.-) (Tubulin--tyrosine ligase protein 3)","protein polyglycylation [GO:0018094]","GO:0005524; GO:0005737; GO:0005874; GO:0018094; GO:0031514; GO:0046872; GO:0070736","cytoplasm [GO:0005737]; microtubule [GO:0005874]; motile cilium [GO:0031514]","ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein-glycine ligase activity, initiating [GO:0070736]"
"668","Pocillopora_acuta_HIv2___RNAseq.g6350.t1",1498.34017104801,-5.95294859109434,2.16895566545778,3.36689494404162e-07,6.1488344028558e-06,"B3EWY8",8.13e-08,"Skeletal aspartic acid-rich protein 2","","GO:0016020","membrane [GO:0016020]",""
"669","Pocillopora_acuta_HIv2___RNAseq.g26790.t1",144.921778528511,-9.00969561969299,3.31009187957721,3.45080078324643e-07,6.29412137816851e-06,NA,NA,NA,NA,NA,NA,NA
"670","Pocillopora_acuta_HIv2___RNAseq.g15172.t1",11660.5074946994,3.64908954787748,0.887734801804412,3.51941690632769e-07,6.41118968931029e-06,"P86982",1.98e-27,"Insoluble matrix shell protein 1 (IMSP1)","","GO:0005576","extracellular region [GO:0005576]",""
"671","Pocillopora_acuta_HIv2___RNAseq.g30609.t1",72.7282646220258,-10.6460775814489,3.62492721750136,3.57251642185667e-07,6.49973302210502e-06,NA,NA,NA,NA,NA,NA,NA
"672","Pocillopora_acuta_HIv2___RNAseq.g24800.t1",329.339442485158,-5.78867578896723,1.93293874274735,3.64884866210039e-07,6.63026972972613e-06,"E7FAM5",1.82e-11,"E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; neural tube development [GO:0021915]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089]","GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0021915; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0061630; GO:0072089; GO:2000177","P-body [GO:0000932]","miRNA binding [GO:0035198]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]"
"673","Pocillopora_acuta_HIv2___TS.g28493.t1",653.628186451029,-1.30332457118482,2.3199804166387,3.6671793623518e-07,6.65521735220281e-06,NA,NA,NA,NA,NA,NA,NA
"674","Pocillopora_acuta_HIv2___RNAseq.g21637.t1",81.1276123362451,-7.97143556521926,2.37817130306392,3.83022725467364e-07,6.93371802397991e-06,"A0A1D5PUP4",1.11e-24,"Reversion-inducing cysteine-rich protein with Kazal motifs","blood vessel maturation [GO:0001955]; canonical Wnt signaling pathway [GO:0060070]; extracellular matrix organization [GO:0030198]; negative regulation of metalloendopeptidase activity [GO:1904684]; regulation of angiogenesis [GO:0045765]; regulation of establishment of blood-brain barrier [GO:0090210]; sprouting angiogenesis [GO:0002040]","GO:0001955; GO:0002040; GO:0004866; GO:0004867; GO:0005615; GO:0005886; GO:0008191; GO:0015026; GO:0030198; GO:0045765; GO:0060070; GO:0090210; GO:0098552; GO:1904684; GO:1990909","extracellular space [GO:0005615]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]; Wnt signalosome [GO:1990909]","coreceptor activity [GO:0015026]; endopeptidase inhibitor activity [GO:0004866]; metalloendopeptidase inhibitor activity [GO:0008191]; serine-type endopeptidase inhibitor activity [GO:0004867]"
"675","Pocillopora_acuta_HIv2___RNAseq.g20556.t1",154.652189714123,-8.69243147580539,3.27570819079131,4.01113178561245e-07,7.23404116547363e-06,"Q9HB75",6.98e-08,"p53-induced death domain-containing protein 1 (EC 3.4.21.-) (Leucine-rich repeat and death domain-containing protein) [Cleaved into: PIDD-N; PIDD-C; PIDD-CC]","activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; DNA damage response [GO:0006974]; DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest [GO:0006977]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; negative regulation of apoptotic process [GO:0043066]; positive regulation of apoptotic process [GO:0043065]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; protein autoprocessing [GO:0016540]; regulation of canonical NF-kappaB signal transduction [GO:0043122]; signal transduction [GO:0007165]","GO:0004175; GO:0005123; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005794; GO:0005829; GO:0006915; GO:0006919; GO:0006974; GO:0006977; GO:0007165; GO:0008625; GO:0016540; GO:0043065; GO:0043066; GO:0043122; GO:0051092; GO:1905369","cytoplasm [GO:0005737]; cytosol [GO:0005829]; endopeptidase complex [GO:1905369]; Golgi apparatus [GO:0005794]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","death receptor binding [GO:0005123]; endopeptidase activity [GO:0004175]"
"676","Pocillopora_acuta_HIv2___RNAseq.g13103.t1",2431.04611628532,6.29918973958575,2.59494620287865,4.05322451186016e-07,7.30085172348013e-06,NA,NA,NA,NA,NA,NA,NA
"677","Pocillopora_acuta_HIv2___TS.g1897.t1",90.6378895175458,-11.0723052276881,3.79774523520513,4.07877841119859e-07,7.33774265417617e-06,NA,NA,NA,NA,NA,NA,NA
"678","Pocillopora_acuta_HIv2___RNAseq.g22559.t1",3596.94262808464,3.24794174372702,0.750637864897281,4.08567685497586e-07,7.34102236402122e-06,"Q9GLP1",6.04e-27,"Coagulation factor V (Activated protein C cofactor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]","blood circulation [GO:0008015]; blood coagulation [GO:0007596]","GO:0005507; GO:0005576; GO:0007596; GO:0008015; GO:0031091","extracellular region [GO:0005576]; platelet alpha granule [GO:0031091]","copper ion binding [GO:0005507]"
"679","Pocillopora_acuta_HIv2___TS.g20880.t1",77.2218040403559,-10.7330721199043,3.64042070078738,4.1397758734042e-07,7.41979160259211e-06,"Q8R1U2",2.51e-08,"Cell growth regulator with EF hand domain protein 1 (Cell growth regulatory gene 11 protein) (Hydrophobestin)","cell adhesion [GO:0007155]; negative regulation of cell growth [GO:0030308]; regulation of cell cycle [GO:0051726]","GO:0005509; GO:0005576; GO:0007155; GO:0030308; GO:0051726","extracellular region [GO:0005576]","calcium ion binding [GO:0005509]"
"680","Pocillopora_acuta_HIv2___RNAseq.g19299.t1",266.147435815686,1.66746669603874,4.17064031924055,4.26678644451174e-07,7.61911100412566e-06,NA,NA,NA,NA,NA,NA,NA
"681","Pocillopora_acuta_HIv2___RNAseq.g26161.t1",508.625014092727,-9.11912442767404,4.16787377386349,4.2722198095871e-07,7.61940657532278e-06,"Q9Y711",2.01e-82,"Alternative oxidase, mitochondrial (EC 1.-.-.-)","alternative respiration [GO:0010230]","GO:0005743; GO:0009916; GO:0010230; GO:0046872; GO:0070469","mitochondrial inner membrane [GO:0005743]; respirasome [GO:0070469]","alternative oxidase activity [GO:0009916]; metal ion binding [GO:0046872]"
