,query,baseMean,log2FoldChange,lfcSE,pvalue,padj,Heatmap_Label,blast_hit,evalue,ProteinNames,BiologicalProcess,GeneOntologyIDs
162,Pocillopora_acuta_HIv2___RNAseq.g15827.t1,2147.214582,-12.89294785,3.17571594,9.46E-12,8.44E-10,,NA,NA,NA,NA,NA
163,Pocillopora_acuta_HIv2___RNAseq.g28815.t1,448.847439,-13.51826178,3.835686384,9.60E-12,8.52E-10,,Q5R4J5,7.65E-31,Synaptotagmin-1 (Synaptotagmin I) (SytI),calcium ion-regulated exocytosis of neurotransmitter [GO:0048791]; cell differentiation [GO:0030154]; cellular response to calcium ion [GO:0071277]; positive regulation of calcium ion-dependent exocytosis of neurotransmitter [GO:1903235]; regulation of dopamine secretion [GO:0014059]; synaptic vesicle endocytosis [GO:0048488],GO:0001786; GO:0005509; GO:0005544; GO:0005886; GO:0014059; GO:0019905; GO:0030154; GO:0030276; GO:0030424; GO:0030672; GO:0031045; GO:0042584; GO:0048488; GO:0048791; GO:0071277; GO:1903235
164,Pocillopora_acuta_HIv2___RNAseq.g3653.t1,1313.495232,-12.31797924,3.02749038,1.00E-11,8.86E-10,,P29145,1.58E-161,PC3-like endoprotease variant B (EC 3.4.21.-) (SPC3),proteolysis [GO:0006508],GO:0004252; GO:0006508
165,Pocillopora_acuta_HIv2___RNAseq.g30781.t1,4420.150946,-5.248161146,0.917675547,1.04E-11,9.15E-10,,NA,NA,NA,NA,NA
166,Pocillopora_acuta_HIv2___RNAseq.g22605.t1,3203.60823,-13.6487275,3.38471797,1.05E-11,9.15E-10,ZP domain-containing protein,G8HTB6,6.89E-38,ZP domain-containing protein,,GO:0016020
167,Pocillopora_acuta_HIv2___RNAseq.g1818.t1,865.7296461,-0.942722665,1.747143511,1.09E-11,9.48E-10,,G3MWR8,1.29E-17,[F-actin]-monooxygenase MICAL3 (EC 1.14.13.225) (Molecule interacting with CasL protein 3) (MICAL-3),actin filament depolymerization [GO:0030042]; cytoskeleton organization [GO:0007010]; exocytosis [GO:0006887],GO:0003779; GO:0005634; GO:0005819; GO:0005938; GO:0006887; GO:0007010; GO:0016709; GO:0030042; GO:0030496; GO:0042995; GO:0046872; GO:0071949; GO:0120501
168,Pocillopora_acuta_HIv2___RNAseq.g17429.t1,270.9859497,-13.05468144,3.639590444,1.12E-11,9.65E-10,,NA,NA,NA,NA,NA
169,Pocillopora_acuta_HIv2___RNAseq.g20365.t1,286.9989147,-13.11498629,3.66633168,1.13E-11,9.65E-10,,NA,NA,NA,NA,NA
170,Pocillopora_acuta_HIv2___RNAseq.5910_t,434.9041336,-10.97513992,2.462497838,1.16E-11,9.85E-10,ZP domain-containing protein,G8HTB6,3.21E-12,ZP domain-containing protein,,GO:0016020
171,Pocillopora_acuta_HIv2___RNAseq.g7692.t1,381.6100155,-13.33023685,3.775919756,1.18E-11,1.00E-09,Netrin-1,O09118,0,Netrin-1,"animal organ morphogenesis [GO:0009887]; anterior/posterior axon guidance [GO:0033564]; apoptotic process [GO:0006915]; axon guidance [GO:0007411]; axonogenesis [GO:0007409]; Cdc42 protein signal transduction [GO:0032488]; cell population proliferation [GO:0008283]; cell-cell adhesion [GO:0098609]; chemorepulsion of axon [GO:0061643]; dendrite development [GO:0016358]; glial cell proliferation [GO:0014009]; inner ear morphogenesis [GO:0042472]; mammary gland development [GO:0030879]; mammary gland duct morphogenesis [GO:0060603]; motor neuron axon guidance [GO:0008045]; motor neuron migration [GO:0097475]; negative regulation of axon extension [GO:0030517]; neuron migration [GO:0001764]; nuclear migration [GO:0007097]; positive regulation of axon extension [GO:0045773]; positive regulation of cell motility [GO:2000147]; positive regulation of glial cell proliferation [GO:0060252]; Ras protein signal transduction [GO:0007265]; regulation of cell migration [GO:0030334]; regulation of glial cell migration [GO:1903975]; regulation of synapse assembly [GO:0051963]; substrate-dependent cell migration, cell extension [GO:0006930]; tissue development [GO:0009888]",GO:0001764; GO:0005576; GO:0005604; GO:0005654; GO:0005737; GO:0005829; GO:0006915; GO:0006930; GO:0007097; GO:0007265; GO:0007409; GO:0007411; GO:0008045; GO:0008283; GO:0009887; GO:0009888; GO:0014009; GO:0015629; GO:0016358; GO:0030334; GO:0030517; GO:0030879; GO:0032488; GO:0033564; GO:0042472; GO:0045202; GO:0045773; GO:0051963; GO:0060252; GO:0060603; GO:0061643; GO:0062023; GO:0071944; GO:0097475; GO:0098609; GO:0098978; GO:1903975; GO:2000147
172,Pocillopora_acuta_HIv2___RNAseq.g18342.t1,1995.303983,-12.51596846,3.116555904,1.28E-11,1.08E-09,,NA,NA,NA,NA,NA
173,Pocillopora_acuta_HIv2___RNAseq.g31286.t1c,336.709258,-13.25920619,3.768359016,1.32E-11,1.10E-09,,B8VIU6,2.62E-24,Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5),,GO:0005576
174,Pocillopora_acuta_HIv2___TS.g27807.t1,791.7660863,-1.012480862,1.863424378,1.39E-11,1.16E-09,,Q86UK0,0,Glucosylceramide transporter ABCA12 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 12) (ATP-binding cassette transporter 12) (ATP-binding cassette 12),cellular homeostasis [GO:0019725]; ceramide metabolic process [GO:0006672]; ceramide transport [GO:0035627]; cholesterol efflux [GO:0033344]; corneocyte desquamation [GO:0003336]; establishment of skin barrier [GO:0061436]; intracellular protein transport [GO:0006886]; keratinization [GO:0031424]; lipid homeostasis [GO:0055088]; lipid transport [GO:0006869]; lung alveolus development [GO:0048286]; phospholipid efflux [GO:0033700]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of intracellular lipid transport [GO:0032379]; positive regulation of protein localization to cell surface [GO:2000010]; protein localization to plasma membrane [GO:0072659]; regulated exocytosis [GO:0045055]; regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061178]; regulation of keratinocyte differentiation [GO:0045616]; secretion by cell [GO:0032940]; surfactant homeostasis [GO:0043129],GO:0000139; GO:0003336; GO:0005102; GO:0005319; GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0006672; GO:0006869; GO:0006886; GO:0010875; GO:0016020; GO:0016887; GO:0019725; GO:0030658; GO:0031424; GO:0032379; GO:0032940; GO:0033344; GO:0033700; GO:0034040; GO:0034191; GO:0035627; GO:0042626; GO:0043129; GO:0043231; GO:0045055; GO:0045616; GO:0048286; GO:0055088; GO:0061178; GO:0061436; GO:0072659; GO:0097209; GO:0097234; GO:0140326; GO:0140359; GO:2000010
175,Pocillopora_acuta_HIv2___RNAseq.g21255.t1,942.4351625,11.99777764,4.135313083,1.52E-11,1.26E-09,,NA,NA,NA,NA,NA
176,Pocillopora_acuta_HIv2___RNAseq.g30046.t1,2980.311989,8.581922393,5.697864109,1.71E-11,1.40E-09,,NA,NA,NA,NA,NA
177,Pocillopora_acuta_HIv2___RNAseq.g13339.t1,286.2021901,-13.07520162,3.701805761,1.73E-11,1.42E-09,,P86854,1.96E-20,Perlucin-like protein,,GO:0005576; GO:0030246; GO:0038023
178,Pocillopora_acuta_HIv2___TS.g26248.t1,501.5392286,-14.00011785,3.899444806,1.75E-11,1.42E-09,,NA,NA,NA,NA,NA
179,Pocillopora_acuta_HIv2___TS.g29848.t1,292.5215441,-13.06078212,3.682258641,1.78E-11,1.44E-09,,O77775,5.75E-29,Neutrophil cytosol factor 2 (NCF-2) (67 kDa neutrophil oxidase factor) (Neutrophil NADPH oxidase factor 2) (p67-phox),phagocytosis [GO:0006909]; respiratory burst [GO:0045730]; superoxide anion generation [GO:0042554],GO:0005737; GO:0006909; GO:0016176; GO:0042554; GO:0043020; GO:0045730
180,Pocillopora_acuta_HIv2___TS.g28126.t1,1512.93781,12.92910981,3.461960809,1.85E-11,1.48E-09,,NA,NA,NA,NA,NA
181,Pocillopora_acuta_HIv2___RNAseq.g11198.t1,3305.390342,-8.711809605,2.914032272,1.85E-11,1.48E-09,,NA,NA,NA,NA,NA
182,Pocillopora_acuta_HIv2___TS.g16172.t3,491.8151981,-10.54177707,2.392379613,2.06E-11,1.64E-09,Sodium channel protein 1 brain,Q05973,0,Sodium channel protein 1 brain (Sodium channel protein I brain),membrane depolarization during action potential [GO:0086010]; neuronal action potential [GO:0019228],GO:0001518; GO:0005248; GO:0019228; GO:0086010
183,Pocillopora_acuta_HIv2___TS.7324_t,804.5677932,12.31874617,3.191616682,2.13E-11,1.68E-09,Homeobox protein koza,Q9W7E8,1.48E-11,Homeobox protein koza (Homeodomain transcription factor koza),positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell population proliferation [GO:0042127],GO:0000981; GO:0003677; GO:0005634; GO:0042127; GO:0045944
184,Pocillopora_acuta_HIv2___RNAseq.g25168.t1,347.7309846,-13.51805089,3.815701968,2.28E-11,1.79E-09,,Q9DAJ5,9.74E-37,"Dynein light chain roadblock-type 2 (Dynein light chain 2B, cytoplasmic)",microtubule-based movement [GO:0007018],GO:0005737; GO:0005813; GO:0005868; GO:0005874; GO:0007018; GO:0045505
185,Pocillopora_acuta_HIv2___RNAseq.g16.t1,248.5371598,-12.94118955,3.654892834,2.31E-11,1.81E-09,,Q61006,2.70E-08,"Muscle, skeletal receptor tyrosine-protein kinase (EC 2.7.10.1) (Muscle-specific tyrosine-protein kinase receptor) (MuSK) (Muscle-specific kinase receptor)","cell differentiation [GO:0030154]; enzyme-linked receptor protein signaling pathway [GO:0007167]; long-term synaptic potentiation [GO:0060291]; memory [GO:0007613]; motor neuron apoptotic process [GO:0097049]; negative regulation of gene expression [GO:0010629]; neuromuscular junction development [GO:0007528]; positive regulation of gene expression [GO:0010628]; positive regulation of motor neuron apoptotic process [GO:2000673]; positive regulation of neuron projection development [GO:0010976]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of protein geranylgeranylation [GO:2000541]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of Rac protein signal transduction [GO:0035022]; positive regulation of skeletal muscle acetylcholine-gated channel clustering [GO:1904395]; positive regulation of synaptic assembly at neuromuscular junction [GO:0045887]; positive regulation of synaptic transmission, cholinergic [GO:0032224]; receptor clustering [GO:0043113]; regulation of DNA-templated transcription [GO:0006355]; regulation of synaptic assembly at neuromuscular junction [GO:0008582]; response to electrical stimulus [GO:0051602]; skeletal muscle acetylcholine-gated channel clustering [GO:0071340]",GO:0001934; GO:0004713; GO:0004714; GO:0005524; GO:0005886; GO:0006355; GO:0007167; GO:0007528; GO:0007613; GO:0008582; GO:0009897; GO:0010628; GO:0010629; GO:0010976; GO:0016020; GO:0017147; GO:0019901; GO:0030154; GO:0030165; GO:0031594; GO:0032224; GO:0035022; GO:0042995; GO:0043113; GO:0043235; GO:0045202; GO:0045211; GO:0045887; GO:0046872; GO:0050731; GO:0051602; GO:0051897; GO:0060291; GO:0071340; GO:0097049; GO:1904395; GO:2000541; GO:2000673
186,Pocillopora_acuta_HIv2___RNAseq.g13056.t1,308.2422361,-13.11190545,3.727517132,2.38E-11,1.85E-09,,Q18775,7.71E-07,Dopamine receptor 4,"adenylate cyclase-activating dopamine receptor signaling pathway [GO:0007191]; chemical synaptic transmission [GO:0007268]; G protein-coupled receptor signaling pathway [GO:0007186]; G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger [GO:0007187]",GO:0004952; GO:0004993; GO:0005886; GO:0007186; GO:0007187; GO:0007191; GO:0007268; GO:0030425; GO:0030594; GO:0045211
187,Pocillopora_acuta_HIv2___TS.g2428.t1,1117.382519,-0.739267324,1.424175443,2.41E-11,1.86E-09,,Q99JI4,0,26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10) (p42A),proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161],GO:0005838; GO:0022624; GO:0043161
188,Pocillopora_acuta_HIv2___RNAseq.g27458.t1,269.7611359,-13.14986191,3.725196492,2.46E-11,1.88E-09,,NA,NA,NA,NA,NA
189,Pocillopora_acuta_HIv2___TS.g11189.t1,1096.332071,-0.57499942,1.261979388,2.46E-11,1.88E-09,,Q8IS64,1.23E-145,Endothelin-converting enzyme homolog (ECE) (EC 3.4.24.-),proteolysis [GO:0006508],GO:0004175; GO:0004222; GO:0005886; GO:0006508; GO:0008270
190,Pocillopora_acuta_HIv2___RNAseq.g24787.t1,282.0874723,-13.17129344,3.74422799,2.66E-11,2.02E-09,,E7FAM5,1.26E-34,E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71),fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; neural tube development [GO:0021915]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089],GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0021915; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0061630; GO:0072089; GO:2000177
191,Pocillopora_acuta_HIv2___RNAseq.g1516.t1,374.0922729,-10.71210355,2.429650501,2.67E-11,2.02E-09,,NA,NA,NA,NA,NA
192,Pocillopora_acuta_HIv2___TS.g12860.t1,867.1138585,12.44030391,3.300363944,2.70E-11,2.04E-09,Collagen alpha-1(VI) chain,Q801S8,1.54E-10,Collagen alpha-1(VI) chain,cell adhesion [GO:0007155],GO:0005576; GO:0005581; GO:0007155; GO:0062023
193,Pocillopora_acuta_HIv2___RNAseq.g10896.t1,275.5870574,-13.05560605,3.709750166,2.80E-11,2.10E-09,,Q6XD76,1.39E-17,Achaete-scute homolog 4 (ASH-4) (hASH4) (Achaete-scute-like protein 4) (Class A basic helix-loop-helix protein 44) (bHLHa44),regulation of transcription by RNA polymerase II [GO:0006357]; skin development [GO:0043588],GO:0000785; GO:0000977; GO:0000981; GO:0006357; GO:0043588; GO:0046983; GO:0090575
194,Pocillopora_acuta_HIv2___RNAseq.g9054.t1,818.3468613,11.95340814,3.18660284,3.16E-11,2.36E-09,Heparan-alpha-glucosaminide N-acetyltransferase,Q68CP4,2.88E-135,Heparan-alpha-glucosaminide N-acetyltransferase (EC 2.3.1.78) (Transmembrane protein 76),heparan sulfate proteoglycan catabolic process [GO:0030200]; lysosomal transport [GO:0007041]; protein complex oligomerization [GO:0051259],GO:0005765; GO:0005886; GO:0007041; GO:0015019; GO:0016746; GO:0030200; GO:0035579; GO:0043202; GO:0051259; GO:0070821
195,Pocillopora_acuta_HIv2___TS.g9777.t1,344.1655675,-13.50567454,3.833071479,3.21E-11,2.37E-09,,Q29RU2,4.18E-35,Oncoprotein-induced transcript 3 protein,,GO:0005509; GO:0005635
196,Pocillopora_acuta_HIv2___RNAseq.g10991.t1,264.6026029,-13.075623,3.717763224,3.23E-11,2.37E-09,,Q9UGM3,6.87E-86,Scavenger receptor cysteine-rich domain-containing protein DMBT1 (Deleted in malignant brain tumors 1 protein) (Glycoprotein 340) (Gp-340) (Hensin) (Salivary agglutinin) (SAG) (Surfactant pulmonary-associated D-binding protein),defense response [GO:0006952]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; defense response to virus [GO:0051607]; epithelial cell differentiation [GO:0030855]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; protein transport [GO:0015031],GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006952; GO:0015031; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0070062
197,Pocillopora_acuta_HIv2___RNAseq.g30235.t1,499.6330374,11.68577407,2.857199127,3.24E-11,2.37E-09,Zinc metalloproteinase nas-15,P55115,1.20E-54,Zinc metalloproteinase nas-15 (EC 3.4.24.-) (Nematode astacin 15),proteolysis [GO:0006508],GO:0004222; GO:0005576; GO:0006508; GO:0008270
198,Pocillopora_acuta_HIv2___RNAseq.g14358.t1,241.294678,13.36597252,3.633756104,3.25E-11,2.37E-09,,NA,NA,NA,NA,NA
199,Pocillopora_acuta_HIv2___RNAseq.g22572.t1,587.1844204,9.227794928,2.462775836,3.33E-11,2.41E-09,,P55115,9.29E-54,Zinc metalloproteinase nas-15 (EC 3.4.24.-) (Nematode astacin 15),proteolysis [GO:0006508],GO:0004222; GO:0005576; GO:0006508; GO:0008270
200,Pocillopora_acuta_HIv2___RNAseq.g14871.t1,360.8118846,-7.613556231,1.468607221,3.33E-11,2.41E-09,,P48442,1.34E-110,Extracellular calcium-sensing receptor (CaSR) (Parathyroid cell calcium-sensing receptor) (PCaR1) (RaKCaR),adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; bile acid secretion [GO:0032782]; branching morphogenesis of an epithelial tube [GO:0048754]; calcium ion import [GO:0070509]; cellular response to glucose stimulus [GO:0071333]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; cellular response to hypoxia [GO:0071456]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cellular response to peptide [GO:1901653]; cellular response to vitamin D [GO:0071305]; chloride transmembrane transport [GO:1902476]; detection of calcium ion [GO:0005513]; fat pad development [GO:0060613]; G protein-coupled receptor signaling pathway [GO:0007186]; intracellular calcium ion homeostasis [GO:0006874]; JNK cascade [GO:0007254]; ossification [GO:0001503]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of calcium ion import [GO:0090280]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of gene expression [GO:0010628]; positive regulation of insulin secretion [GO:0032024]; positive regulation of positive chemotaxis [GO:0050927]; positive regulation of vasoconstriction [GO:0045907]; regulation of calcium ion transport [GO:0051924]; regulation of presynaptic membrane potential [GO:0099505]; response to calcium ion [GO:0051592]; response to fibroblast growth factor [GO:0071774]; response to ischemia [GO:0002931]; response to metal ion [GO:0010038]; response to organic cyclic compound [GO:0014070]; vasodilation [GO:0042311],GO:0001503; GO:0002931; GO:0004930; GO:0005178; GO:0005509; GO:0005513; GO:0005886; GO:0006874; GO:0007186; GO:0007193; GO:0007200; GO:0007254; GO:0008284; GO:0009986; GO:0010038; GO:0010628; GO:0014070; GO:0016323; GO:0016324; GO:0016597; GO:0019901; GO:0030424; GO:0032024; GO:0032782; GO:0035729; GO:0042311; GO:0042734; GO:0042803; GO:0043025; GO:0043679; GO:0044325; GO:0045907; GO:0048754; GO:0050927; GO:0051592; GO:0051924; GO:0060613; GO:0070374; GO:0070509; GO:0071305; GO:0071333; GO:0071404; GO:0071456; GO:0071774; GO:0090280; GO:0098978; GO:0099505; GO:1901653; GO:1902476
201,Pocillopora_acuta_HIv2___RNAseq.g18617.t1,610.4944606,-0.894686109,1.659627274,3.49E-11,2.51E-09,,Q795M8,3.45E-08,Putative potassium channel protein YugO,,GO:0005267; GO:0005886
